
Seconds, L7
0.000000,0.650020,
0.006667,0.650020,
0.013333,3.900119,
0.020000,2.600079,
0.026667,3.250099,
0.033333,3.900119,
0.040000,3.900119,
0.046667,7.150218,
0.053333,6.500198,
0.060000,9.100277,
0.066667,12.350377,
0.073333,9.750297,
0.080000,12.350377,
0.086667,15.600476,
0.093333,12.350377,
0.100000,18.850575,
0.106667,15.600476,
0.113333,17.550535,
0.120000,15.600476,
0.126667,17.550535,
0.133333,19.500595,
0.140000,18.850575,
0.146667,19.500595,
0.153333,21.450654,
0.160000,21.450654,
0.166667,24.700753,
0.173333,22.750694,
0.180000,21.450654,
0.186667,21.450654,
0.193333,18.850575,
0.200000,21.450654,
0.206667,21.450654,
0.213333,22.100674,
0.220000,24.050733,
0.226667,24.700753,
0.233333,25.350773,
0.240000,25.350773,
0.246667,26.650813,
0.253333,26.650813,
0.260000,27.950852,
0.266667,27.950852,
0.273333,28.600872,
0.280000,29.250892,
0.286667,27.950852,
0.293333,28.600872,
0.300000,29.900912,
0.306667,29.250892,
0.313333,29.900912,
0.320000,30.550931,
0.326667,31.200951,
0.333333,29.900912,
0.340000,30.550931,
0.346667,31.200951,
0.353333,30.550931,
0.360000,31.200951,
0.366667,29.900912,
0.373333,33.801031,
0.380000,31.200951,
0.386667,31.200951,
0.393333,30.550931,
0.400000,31.200951,
0.406667,30.550931,
0.413333,31.200951,
0.420000,32.500991,
0.426667,31.200951,
0.433333,31.850971,
0.440000,31.850971,
0.446667,32.500991,
0.453333,31.850971,
0.460000,30.550931,
0.466667,31.850971,
0.473333,31.850971,
0.480000,31.850971,
0.486667,32.500991,
0.493333,31.850971,
0.500000,32.500991,
0.506667,35.101070,
0.513333,34.451050,
0.520000,34.451050,
0.526667,34.451050,
0.533333,36.401110,
0.540000,35.751090,
0.546667,37.051130,
0.553333,35.101070,
0.560000,35.101070,
0.566667,34.451050,
0.573333,33.801031,
0.580000,35.751090,
0.586667,36.401110,
0.593333,33.801031,
0.600000,34.451050,
0.606667,32.500991,
0.613333,31.850971,
0.620000,34.451050,
0.626667,35.751090,
0.633333,35.751090,
0.640000,35.751090,
0.646667,35.101070,
0.653333,37.701149,
0.660000,39.001189,
0.666667,41.601268,
0.673333,42.251288,
0.680000,40.951249,
0.686667,42.901308,
0.693333,42.251288,
0.700000,43.551328,
0.706667,42.251288,
0.713333,44.201348,
0.720000,44.201348,
0.726667,45.501387,
0.733333,45.501387,
0.740000,42.251288,
0.746667,44.201348,
0.753333,44.851367,
0.760000,44.851367,
0.766667,44.201348,
0.773333,44.851367,
0.780000,44.851367,
0.786667,45.501387,
0.793333,44.201348,
0.800000,41.601268,
0.806667,40.951249,
0.813333,41.601268,
0.820000,44.201348,
0.826667,42.901308,
0.833333,44.201348,
0.840000,44.201348,
0.846667,46.151407,
0.853333,46.801427,
0.860000,41.601268,
0.866667,45.501387,
0.873333,44.201348,
0.880000,42.901308,
0.886667,43.551328,
0.893333,42.251288,
0.900000,42.901308,
0.906667,39.651209,
0.913333,41.601268,
0.920000,42.901308,
0.926667,42.901308,
0.933333,41.601268,
0.940000,42.251288,
0.946667,41.601268,
0.953333,41.601268,
0.960000,42.251288,
0.966667,44.851367,
0.973333,42.251288,
0.980000,43.551328,
0.986667,46.801427,
0.993333,45.501387,
1.000000,45.501387,
1.006667,47.451447,
1.013333,47.451447,
1.020000,46.801427,
1.026667,47.451447,
1.033333,47.451447,
1.040000,51.351566,
1.046667,50.051526,
1.053333,50.051526,
1.060000,47.451447,
1.066667,48.751486,
1.073333,48.751486,
1.080000,49.401506,
1.086667,47.451447,
1.093333,50.701546,
1.100000,48.751486,
1.106667,44.851367,
1.113333,44.201348,
1.120000,44.201348,
1.126667,48.751486,
1.133333,46.151407,
1.140000,48.101467,
1.146667,48.751486,
1.153333,51.351566,
1.160000,46.151407,
1.166667,46.801427,
1.173333,50.051526,
1.180000,48.101467,
1.186667,49.401506,
1.193333,46.801427,
1.200000,46.801427,
1.206667,46.801427,
1.213333,46.801427,
1.220000,46.151407,
1.226667,45.501387,
1.233333,47.451447,
1.240000,46.801427,
1.246667,44.851367,
1.253333,43.551328,
1.260000,40.951249,
1.266667,42.251288,
1.273333,40.951249,
1.280000,42.251288,
1.286667,45.501387,
1.293333,43.551328,
1.300000,40.951249,
1.306667,39.001189,
1.313333,40.951249,
1.320000,43.551328,
1.326667,40.951249,
1.333333,42.901308,
1.340000,39.651209,
1.346667,42.901308,
1.353333,42.251288,
1.360000,41.601268,
1.366667,33.801031,
1.373333,33.801031,
1.380000,35.751090,
1.386667,34.451050,
1.393333,33.151011,
1.400000,30.550931,
1.406667,29.900912,
1.413333,31.850971,
1.420000,28.600872,
1.426667,31.200951,
1.433333,29.900912,
1.440000,32.500991,
1.446667,31.850971,
1.453333,33.801031,
1.460000,32.500991,
1.466667,35.101070,
1.473333,31.850971,
1.480000,29.900912,
1.486667,27.950852,
