
Seconds, L7
0.000000,5.850178,
0.006667,5.850178,
0.013333,3.250099,
0.020000,4.550139,
0.026667,3.900119,
0.033333,5.850178,
0.040000,6.500198,
0.046667,5.200159,
0.053333,8.450258,
0.060000,9.100277,
0.066667,10.400317,
0.073333,8.450258,
0.080000,9.100277,
0.086667,10.400317,
0.093333,11.050337,
0.100000,11.050337,
0.106667,11.700357,
0.113333,11.050337,
0.120000,9.750297,
0.126667,10.400317,
0.133333,9.750297,
0.140000,13.000396,
0.146667,11.700357,
0.153333,11.050337,
0.160000,11.700357,
0.166667,12.350377,
0.173333,12.350377,
0.180000,11.700357,
0.186667,12.350377,
0.193333,12.350377,
0.200000,12.350377,
0.206667,13.000396,
0.213333,12.350377,
0.220000,13.650416,
0.226667,11.700357,
0.233333,13.000396,
0.240000,13.650416,
0.246667,13.000396,
0.253333,11.050337,
0.260000,13.000396,
0.266667,13.000396,
0.273333,12.350377,
0.280000,13.000396,
0.286667,13.650416,
0.293333,13.000396,
0.300000,13.000396,
0.306667,14.300436,
0.313333,14.300436,
0.320000,14.300436,
0.326667,13.650416,
0.333333,15.600476,
0.340000,16.900515,
0.346667,16.900515,
0.353333,17.550535,
0.360000,18.200555,
0.366667,18.200555,
0.373333,18.200555,
0.380000,18.850575,
0.386667,17.550535,
0.393333,18.200555,
0.400000,18.850575,
0.406667,19.500595,
0.413333,20.150614,
0.420000,19.500595,
0.426667,20.800634,
0.433333,20.800634,
0.440000,15.600476,
0.446667,18.200555,
0.453333,18.850575,
0.460000,18.850575,
0.466667,20.150614,
0.473333,18.200555,
0.480000,18.200555,
0.486667,16.250495,
0.493333,15.600476,
0.500000,16.900515,
0.506667,14.950456,
0.513333,17.550535,
0.520000,14.950456,
0.526667,15.600476,
0.533333,15.600476,
0.540000,13.650416,
0.546667,14.300436,
0.553333,16.900515,
0.560000,17.550535,
0.566667,18.850575,
0.573333,18.200555,
0.580000,16.250495,
0.586667,16.900515,
0.593333,15.600476,
0.600000,18.850575,
0.606667,16.250495,
0.613333,13.650416,
0.620000,13.650416,
0.626667,14.950456,
0.633333,16.250495,
0.640000,18.200555,
0.646667,19.500595,
0.653333,19.500595,
0.660000,18.200555,
0.666667,18.200555,
0.673333,15.600476,
0.680000,14.300436,
0.686667,14.950456,
0.693333,17.550535,
