Unit: grams
Seconds, L6
0.000000,8.021727,
0.006667,8.021727,
0.013333,8.021727,
0.020000,8.913030,
0.026667,8.913030,
0.033333,7.130424,
0.040000,5.347818,
0.046667,7.130424,
0.053333,8.021727,
0.060000,8.913030,
0.066667,10.695636,
0.073333,11.586939,
0.080000,14.260848,
0.086667,12.478242,
0.093333,13.369545,
0.100000,11.586939,
0.106667,12.478242,
0.113333,14.260848,
0.120000,14.260848,
0.126667,13.369545,
0.133333,13.369545,
0.140000,12.478242,
0.146667,15.152151,
0.153333,15.152151,
0.160000,15.152151,
0.166667,16.043454,
0.173333,14.260848,
0.180000,12.478242,
0.186667,14.260848,
0.193333,18.717363,
0.200000,19.608666,
0.206667,18.717363,
0.213333,20.499969,
0.220000,20.499969,
0.226667,21.391272,
0.233333,24.065181,
0.240000,24.065181,
0.246667,24.956484,
0.253333,24.956484,
0.260000,25.847787,
0.266667,24.956484,
0.273333,25.847787,
0.280000,25.847787,
0.286667,26.739090,
0.293333,27.630393,
0.300000,26.739090,
0.306667,26.739090,
0.313333,25.847787,
0.320000,25.847787,
0.326667,24.065181,
0.333333,24.065181,
0.340000,24.065181,
0.346667,24.956484,
0.353333,25.847787,
0.360000,27.630393,
0.366667,25.847787,
0.373333,26.739090,
0.380000,26.739090,
0.386667,25.847787,
0.393333,26.739090,
0.400000,22.282575,
0.406667,22.282575,
0.413333,22.282575,
0.420000,24.065181,
0.426667,27.630393,
0.433333,26.739090,
0.440000,29.412999,
0.446667,25.847787,
0.453333,21.391272,
0.460000,18.717363,
0.466667,19.608666,
0.473333,23.173878,
0.480000,24.065181,
0.486667,22.282575,
0.493333,24.065181,
0.500000,27.630393,
0.506667,26.739090,
0.513333,29.412999,
0.520000,28.521696,
0.526667,26.739090,
0.533333,25.847787,
0.540000,21.391272,
0.546667,25.847787,
0.553333,29.412999,
0.560000,27.630393,
0.566667,28.521696,
0.573333,28.521696,
0.580000,25.847787,
0.586667,27.630393,
0.593333,25.847787,
0.600000,25.847787,
0.606667,24.956484,
0.613333,24.065181,
0.620000,24.956484,
0.626667,24.956484,
0.633333,22.282575,
0.640000,21.391272,
0.646667,25.847787,
0.653333,23.173878,
0.660000,26.739090,
0.666667,26.739090,
0.673333,24.956484,
0.680000,26.739090,
0.686667,26.739090,
0.693333,24.065181,
0.700000,24.065181,
0.706667,26.739090,
0.713333,24.956484,
0.720000,25.847787,
0.726667,34.760817,
0.733333,34.760817,
0.740000,30.304302,
0.746667,30.304302,
0.753333,29.412999,
0.760000,27.630393,
0.766667,26.739090,
0.773333,29.412999,
0.780000,29.412999,
0.786667,29.412999,
0.793333,27.630393,
0.800000,29.412999,
0.806667,32.086908,
0.813333,32.978211,
0.820000,28.521696,
0.826667,28.521696,
0.833333,30.304302,
0.840000,32.978211,
0.846667,27.630393,
0.853333,30.304302,
0.860000,26.739090,
0.866667,24.065181,
0.873333,27.630393,
0.880000,32.978211,
0.886667,30.304302,
0.893333,25.847787,
0.900000,27.630393,
0.906667,31.195605,
0.913333,33.869514,
0.920000,29.412999,
0.926667,31.195605,
0.933333,30.304302,
0.940000,31.195605,
0.946667,29.412999,
0.953333,28.521696,
0.960000,27.630393,
