Unit: grams
Seconds, L6
0.000000,6.239121,
0.006667,7.130424,
0.013333,8.021727,
0.020000,8.913030,
0.026667,7.130424,
0.033333,8.021727,
0.040000,8.021727,
0.046667,8.913030,
0.053333,8.913030,
0.060000,8.913030,
0.066667,9.804333,
0.073333,10.695636,
0.080000,11.586939,
0.086667,11.586939,
0.093333,11.586939,
0.100000,12.478242,
0.106667,12.478242,
0.113333,13.369545,
0.120000,13.369545,
0.126667,13.369545,
0.133333,14.260848,
0.140000,14.260848,
0.146667,15.152151,
0.153333,14.260848,
0.160000,14.260848,
0.166667,14.260848,
0.173333,14.260848,
0.180000,14.260848,
0.186667,14.260848,
0.193333,14.260848,
0.200000,14.260848,
0.206667,14.260848,
0.213333,14.260848,
0.220000,13.369545,
0.226667,12.478242,
0.233333,12.478242,
0.240000,12.478242,
0.246667,13.369545,
0.253333,12.478242,
0.260000,12.478242,
0.266667,13.369545,
0.273333,12.478242,
0.280000,11.586939,
0.286667,10.695636,
0.293333,9.804333,
0.300000,9.804333,
0.306667,9.804333,
0.313333,8.913030,
0.320000,8.913030,
0.326667,8.913030,
0.333333,8.021727,
0.340000,8.021727,
0.346667,8.021727,
0.353333,8.021727,
0.360000,8.021727,
0.366667,8.021727,
0.373333,8.021727,
0.380000,8.021727,
0.386667,8.021727,
0.393333,7.130424,
0.400000,7.130424,
0.406667,7.130424,
0.413333,5.347818,
0.420000,4.456515,
0.426667,3.565212,
0.433333,2.673909,
0.440000,1.782606,
0.446667,1.782606,
0.453333,0.891303,
0.460000,0.000000,
0.466667,0.000000,
0.473333,0.000000,
0.480000,0.000000,
0.486667,0.000000,
0.493333,0.000000,
0.500000,0.000000,
0.506667,0.000000,
0.513333,0.000000,
0.520000,0.891303,
0.526667,0.000000,
0.533333,0.000000,
0.540000,0.891303,
0.546667,0.000000,
0.553333,0.000000,
0.560000,0.000000,
0.566667,0.000000,
0.573333,0.000000,
0.580000,0.000000,
0.586667,0.891303,
0.593333,0.000000,
0.600000,0.000000,
0.606667,0.000000,
0.613333,0.891303,
0.620000,0.891303,
0.626667,0.891303,
0.633333,0.891303,
0.640000,0.891303,
0.646667,0.891303,
0.653333,0.891303,
0.660000,0.891303,
0.666667,0.891303,
0.673333,2.673909,
0.680000,1.782606,
0.686667,1.782606,
0.693333,2.673909,
0.700000,1.782606,
0.706667,3.565212,
0.713333,3.565212,
0.720000,3.565212,
0.726667,4.456515,
0.733333,5.347818,
0.740000,7.130424,
0.746667,8.021727,
