Unit: grams
Seconds, L6
0.000000,0.000000,
0.006667,0.000000,
0.013333,0.000000,
0.020000,0.000000,
0.026667,0.891303,
0.033333,0.891303,
0.040000,1.782606,
0.046667,2.673909,
0.053333,3.565212,
0.060000,7.130424,
0.066667,9.804333,
0.073333,13.369545,
0.080000,16.934757,
0.086667,18.717363,
0.093333,21.391272,
0.100000,21.391272,
0.106667,23.173878,
0.113333,23.173878,
0.120000,24.065181,
0.126667,24.956484,
0.133333,25.847787,
0.140000,26.739090,
0.146667,27.630393,
0.153333,26.739090,
0.160000,26.739090,
0.166667,27.630393,
0.173333,28.521696,
0.180000,28.521696,
0.186667,28.521696,
0.193333,31.195605,
0.200000,31.195605,
0.206667,30.304302,
0.213333,30.304302,
0.220000,30.304302,
0.226667,30.304302,
0.233333,29.412999,
0.240000,29.412999,
0.246667,29.412999,
0.253333,29.412999,
0.260000,30.304302,
0.266667,29.412999,
0.273333,30.304302,
0.280000,31.195605,
0.286667,31.195605,
0.293333,31.195605,
0.300000,31.195605,
0.306667,31.195605,
0.313333,32.086908,
0.320000,32.086908,
0.326667,32.086908,
0.333333,32.978211,
0.340000,32.978211,
0.346667,32.978211,
0.353333,32.978211,
0.360000,33.869514,
0.366667,33.869514,
0.373333,33.869514,
0.380000,34.760817,
0.386667,34.760817,
0.393333,33.869514,
0.400000,33.869514,
0.406667,34.760817,
0.413333,36.543423,
0.420000,36.543423,
0.426667,37.434726,
0.433333,37.434726,
0.440000,38.326029,
0.446667,37.434726,
0.453333,37.434726,
0.460000,37.434726,
0.466667,37.434726,
0.473333,37.434726,
0.480000,37.434726,
0.486667,37.434726,
0.493333,38.326029,
0.500000,37.434726,
0.506667,37.434726,
0.513333,37.434726,
0.520000,37.434726,
0.526667,37.434726,
0.533333,37.434726,
0.540000,37.434726,
0.546667,37.434726,
0.553333,36.543423,
0.560000,36.543423,
0.566667,36.543423,
0.573333,36.543423,
0.580000,36.543423,
0.586667,36.543423,
0.593333,37.434726,
0.600000,38.326029,
0.606667,37.434726,
0.613333,37.434726,
0.620000,36.543423,
0.626667,38.326029,
0.633333,37.434726,
0.640000,37.434726,
0.646667,38.326029,
0.653333,38.326029,
0.660000,38.326029,
0.666667,38.326029,
0.673333,38.326029,
0.680000,38.326029,
0.686667,38.326029,
0.693333,37.434726,
0.700000,37.434726,
0.706667,37.434726,
0.713333,37.434726,
0.720000,36.543423,
0.726667,36.543423,
0.733333,36.543423,
0.740000,34.760817,
0.746667,32.978211,
0.753333,32.978211,
0.760000,32.978211,
0.766667,33.869514,
0.773333,33.869514,
0.780000,33.869514,
0.786667,32.978211,
0.793333,34.760817,
0.800000,33.869514,
0.806667,33.869514,
0.813333,33.869514,
0.820000,35.652120,
0.826667,34.760817,
0.833333,34.760817,
0.840000,34.760817,
0.846667,35.652120,
0.853333,35.652120,
0.860000,34.760817,
0.866667,35.652120,
0.873333,34.760817,
0.880000,33.869514,
0.886667,33.869514,
0.893333,33.869514,
0.900000,33.869514,
0.906667,34.760817,
0.913333,33.869514,
0.920000,32.978211,
0.926667,32.086908,
0.933333,33.869514,
0.940000,32.086908,
0.946667,30.304302,
0.953333,28.521696,
0.960000,28.521696,
0.966667,27.630393,
0.973333,27.630393,
0.980000,29.412999,
0.986667,28.521696,
0.993333,28.521696,
1.000000,29.412999,
1.006667,29.412999,
1.013333,31.195605,
1.020000,32.978211,
1.026667,32.978211,
1.033333,32.978211,
1.040000,36.543423,
1.046667,36.543423,
1.053333,36.543423,
1.060000,36.543423,
1.066667,37.434726,
1.073333,36.543423,
1.080000,36.543423,
1.086667,36.543423,
1.093333,33.869514,
1.100000,35.652120,
1.106667,35.652120,
1.113333,35.652120,
1.120000,35.652120,
1.126667,35.652120,
1.133333,35.652120,
1.140000,35.652120,
1.146667,35.652120,
1.153333,35.652120,
1.160000,35.652120,
1.166667,34.760817,
1.173333,34.760817,
1.180000,35.652120,
1.186667,34.760817,
1.193333,35.652120,
1.200000,33.869514,
1.206667,33.869514,
1.213333,34.760817,
1.220000,35.652120,
1.226667,36.543423,
1.233333,35.652120,
1.240000,33.869514,
1.246667,32.086908,
1.253333,30.304302,
1.260000,31.195605,
1.266667,31.195605,
1.273333,31.195605,
1.280000,32.086908,
1.286667,32.978211,
1.293333,33.869514,
1.300000,33.869514,
1.306667,32.086908,
1.313333,32.086908,
1.320000,32.086908,
