
Seconds, L7
0.000000,0.650020,
0.006667,1.950059,
0.013333,2.600079,
0.020000,3.250099,
0.026667,3.900119,
0.033333,2.600079,
0.040000,3.250099,
0.046667,5.850178,
0.053333,8.450258,
0.060000,7.800238,
0.066667,9.750297,
0.073333,7.150218,
0.080000,7.800238,
0.086667,7.800238,
0.093333,7.800238,
0.100000,10.400317,
0.106667,11.700357,
0.113333,11.700357,
0.120000,11.050337,
0.126667,11.700357,
0.133333,11.700357,
0.140000,12.350377,
0.146667,10.400317,
0.153333,11.700357,
0.160000,10.400317,
0.166667,14.300436,
0.173333,11.700357,
0.180000,15.600476,
0.186667,15.600476,
0.193333,16.250495,
0.200000,13.650416,
0.206667,16.250495,
0.213333,16.900515,
0.220000,16.250495,
0.226667,13.650416,
0.233333,13.650416,
0.240000,16.250495,
0.246667,14.950456,
0.253333,16.250495,
0.260000,18.200555,
0.266667,16.250495,
0.273333,17.550535,
0.280000,17.550535,
0.286667,18.200555,
0.293333,20.800634,
0.300000,20.800634,
0.306667,23.400713,
0.313333,24.700753,
0.320000,24.050733,
0.326667,22.750694,
0.333333,22.750694,
0.340000,21.450654,
0.346667,24.050733,
0.353333,24.050733,
0.360000,24.700753,
0.366667,24.700753,
0.373333,24.700753,
0.380000,24.050733,
0.386667,24.050733,
0.393333,25.350773,
0.400000,26.000793,
0.406667,25.350773,
0.413333,26.000793,
0.420000,24.700753,
0.426667,26.000793,
0.433333,24.050733,
0.440000,22.100674,
0.446667,22.750694,
0.453333,20.800634,
0.460000,23.400713,
0.466667,21.450654,
0.473333,22.100674,
0.480000,21.450654,
0.486667,21.450654,
0.493333,22.750694,
0.500000,20.800634,
0.506667,20.800634,
0.513333,21.450654,
0.520000,23.400713,
0.526667,22.100674,
0.533333,24.050733,
0.540000,24.050733,
0.546667,24.700753,
0.553333,26.650813,
0.560000,26.650813,
0.566667,27.950852,
0.573333,27.950852,
0.580000,27.300832,
0.586667,27.300832,
0.593333,25.350773,
0.600000,23.400713,
0.606667,25.350773,
0.613333,26.000793,
0.620000,26.000793,
0.626667,26.650813,
0.633333,25.350773,
0.640000,26.650813,
0.646667,26.000793,
0.653333,26.650813,
0.660000,26.000793,
0.666667,26.000793,
0.673333,25.350773,
0.680000,25.350773,
0.686667,27.950852,
0.693333,29.250892,
0.700000,27.300832,
0.706667,26.000793,
0.713333,26.000793,
0.720000,26.000793,
0.726667,26.000793,
0.733333,25.350773,
0.740000,26.650813,
0.746667,28.600872,
0.753333,29.250892,
0.760000,26.650813,
0.766667,26.000793,
0.773333,28.600872,
0.780000,28.600872,
0.786667,26.650813,
0.793333,29.250892,
0.800000,31.850971,
0.806667,26.000793,
0.813333,26.650813,
0.820000,26.000793,
0.826667,28.600872,
0.833333,28.600872,
0.840000,28.600872,
0.846667,29.250892,
0.853333,30.550931,
0.860000,29.900912,
0.866667,31.850971,
0.873333,27.950852,
0.880000,30.550931,
0.886667,27.300832,
0.893333,24.050733,
0.900000,29.250892,
0.906667,27.300832,
0.913333,29.900912,
0.920000,33.801031,
0.926667,31.850971,
0.933333,34.451050,
0.940000,33.151011,
0.946667,31.200951,
0.953333,34.451050,
0.960000,39.001189,
0.966667,35.101070,
0.973333,36.401110,
