
Seconds, 126-1930
2.800000,0.000000,
2.806667,0.000000,
2.813333,0.000000,
2.820000,1.477258,
2.826667,0.000000,
2.833333,0.000000,
2.840000,0.000000,
2.846667,0.000000,
2.853333,0.000000,
2.860000,0.000000,
2.866667,0.000000,
2.873333,0.000000,
2.880000,0.000000,
2.886667,0.000000,
2.893333,0.000000,
2.900000,0.000000,
2.906667,0.000000,
2.913333,1.477258,
2.920000,0.000000,
2.926667,0.000000,
2.933333,0.000000,
2.940000,0.000000,
2.946667,0.000000,
2.953333,0.000000,
2.960000,0.000000,
2.966667,0.000000,
2.973333,0.000000,
2.980000,0.000000,
2.986667,0.000000,
2.993333,0.000000,
3.000000,0.000000,
3.006667,0.000000,
3.013333,0.000000,
3.020000,0.000000,
3.026667,0.000000,
3.033333,0.000000,
3.040000,0.000000,
3.046667,0.000000,
3.053333,0.000000,
3.060000,0.000000,
3.066667,0.000000,
3.073333,0.000000,
3.080000,0.000000,
3.086667,0.000000,
3.093333,0.000000,
3.100000,0.000000,
3.106667,0.000000,
3.113333,0.000000,
3.120000,0.000000,
3.126667,0.000000,
3.133333,0.000000,
3.140000,0.000000,
3.146667,0.000000,
3.153333,0.000000,
3.160000,0.000000,
3.166667,1.477258,
3.173333,0.000000,
3.180000,0.000000,
3.186667,0.000000,
3.193333,0.000000,
3.200000,0.000000,
3.206667,0.000000,
3.213333,0.000000,
3.220000,0.000000,
3.226667,0.000000,
3.233333,0.000000,
3.240000,0.000000,
3.246667,0.000000,
3.253333,0.000000,
3.260000,0.000000,
3.266667,0.000000,
3.273333,0.000000,
3.280000,0.000000,
3.286667,0.000000,
3.293333,0.000000,
3.300000,0.000000,
3.306667,0.000000,
3.313333,0.000000,
3.320000,0.000000,
3.326667,0.000000,
3.333333,0.000000,
3.340000,0.000000,
3.346667,0.000000,
3.353333,0.000000,
3.360000,0.000000,
3.366667,0.000000,
3.373333,0.000000,
3.380000,0.000000,
3.386667,0.000000,
3.393333,0.000000,
3.400000,0.000000,
3.406667,0.000000,
3.413333,0.000000,
3.420000,0.000000,
3.426667,0.000000,
3.433333,1.477258,
3.440000,1.477258,
3.446667,0.000000,
3.453333,0.000000,
3.460000,0.000000,
3.466667,0.000000,
3.473333,0.000000,
3.480000,0.000000,
3.486667,0.000000,
3.493333,0.000000,
3.500000,0.000000,
3.506667,0.000000,
3.513333,0.000000,
3.520000,0.000000,
3.526667,0.000000,
3.533333,0.000000,
3.540000,0.000000,
3.546667,0.000000,
3.553333,0.000000,
3.560000,0.000000,
3.566667,0.000000,
3.573333,0.000000,
3.580000,0.000000,
3.586667,0.000000,
3.593333,0.000000,
3.600000,0.000000,
3.606667,0.000000,
3.613333,0.000000,
3.620000,0.000000,
3.626667,0.000000,
3.633333,0.000000,
3.640000,0.000000,
3.646667,0.000000,
3.653333,0.000000,
3.660000,0.000000,
3.666667,0.000000,
3.673333,0.000000,
3.680000,0.000000,
3.686667,0.000000,
3.693333,0.000000,
3.700000,0.000000,
3.706667,0.000000,
3.713333,0.000000,
3.720000,0.000000,
3.726667,0.000000,
3.733333,0.000000,
3.740000,0.000000,
3.746667,0.000000,
3.753333,2.954517,
3.760000,4.431775,
3.766667,4.431775,
3.773333,2.954517,
3.780000,2.954517,
3.786667,0.000000,
3.793333,1.477258,
3.800000,0.000000,
3.806667,0.000000,
3.813333,0.000000,
3.820000,0.000000,
3.826667,0.000000,
3.833333,0.000000,
3.840000,1.477258,
3.846667,0.000000,
3.853333,0.000000,
3.860000,0.000000,
3.866667,0.000000,
3.873333,0.000000,
3.880000,0.000000,
3.886667,0.000000,
3.893333,0.000000,
3.900000,0.000000,
3.906667,0.000000,
3.913333,0.000000,
3.920000,0.000000,
3.926667,0.000000,
3.933333,0.000000,
3.940000,0.000000,
3.946667,0.000000,
3.953333,0.000000,
3.960000,0.000000,
3.966667,0.000000,
3.973333,0.000000,
3.980000,0.000000,
3.986667,0.000000,
3.993333,0.000000,
4.000000,0.000000,
4.006667,0.000000,
4.013333,0.000000,
4.020000,0.000000,
4.026667,0.000000,
4.033333,0.000000,
4.040000,0.000000,
4.046667,0.000000,
4.053333,0.000000,
4.060000,0.000000,
4.066667,0.000000,
4.073333,0.000000,
4.080000,0.000000,
4.086667,0.000000,
4.093333,0.000000,
4.100000,0.000000,
4.106667,0.000000,
4.113333,0.000000,
4.120000,0.000000,
4.126667,0.000000,
4.133333,0.000000,
4.140000,0.000000,
4.146667,0.000000,
4.153333,2.954517,
4.160000,2.954517,
4.166667,5.909034,
4.173333,4.431775,
4.180000,8.863550,
4.186667,7.386292,
4.193333,7.386292,
4.200000,11.818067,
4.206667,17.727101,
4.213333,14.772584,
4.220000,16.249843,
4.226667,20.681618,
4.233333,20.681618,
4.240000,23.636135,
4.246667,25.113393,
4.253333,23.636135,
4.260000,28.067910,
4.266667,31.022427,
4.273333,31.022427,
4.280000,31.022427,
4.286667,29.545168,
4.293333,31.022427,
4.300000,32.499685,
4.306667,32.499685,
4.313333,33.976943,
4.320000,41.363235,
4.326667,41.363235,
4.333333,45.795011,
4.340000,47.272269,
4.346667,44.317752,
4.353333,47.272269,
4.360000,47.272269,
4.366667,48.749528,
4.373333,48.749528,
4.380000,51.704044,
4.386667,50.226786,
4.393333,50.226786,
4.400000,51.704044,
4.406667,53.181303,
4.413333,53.181303,
4.420000,54.658561,
4.426667,53.181303,
4.433333,54.658561,
4.440000,53.181303,
4.446667,50.226786,
4.453333,50.226786,
4.460000,50.226786,
4.466667,51.704044,
4.473333,53.181303,
4.480000,50.226786,
4.486667,48.749528,
4.493333,51.704044,
4.500000,51.704044,
4.506667,50.226786,
4.513333,50.226786,
4.520000,50.226786,
4.526667,50.226786,
4.533333,50.226786,
4.540000,51.704044,
4.546667,50.226786,
4.553333,50.226786,
4.560000,51.704044,
4.566667,53.181303,
4.573333,54.658561,
4.580000,54.658561,
4.586667,54.658561,
4.593333,56.135820,
4.600000,56.135820,
4.606667,54.658561,
4.613333,56.135820,
4.620000,56.135820,
4.626667,56.135820,
4.633333,56.135820,
4.640000,56.135820,
4.646667,56.135820,
4.653333,56.135820,
4.660000,56.135820,
4.666667,57.613078,
4.673333,57.613078,
4.680000,56.135820,
4.686667,57.613078,
4.693333,57.613078,
4.700000,56.135820,
4.706667,56.135820,
4.713333,57.613078,
4.720000,57.613078,
4.726667,56.135820,
4.733333,56.135820,
4.740000,56.135820,
4.746667,54.658561,
4.753333,53.181303,
4.760000,53.181303,
4.766667,51.704044,
4.773333,51.704044,
4.780000,53.181303,
4.786667,53.181303,
4.793333,51.704044,
4.800000,53.181303,
4.806667,53.181303,
4.813333,53.181303,
4.820000,54.658561,
4.826667,56.135820,
4.833333,51.704044,
4.840000,53.181303,
4.846667,48.749528,
4.853333,47.272269,
4.860000,48.749528,
4.866667,50.226786,
4.873333,53.181303,
4.880000,48.749528,
4.886667,50.226786,
4.893333,51.704044,
4.900000,50.226786,
4.906667,51.704044,
4.913333,51.704044,
4.920000,53.181303,
4.926667,54.658561,
4.933333,53.181303,
4.940000,50.226786,
4.946667,48.749528,
4.953333,48.749528,
4.960000,48.749528,
4.966667,53.181303,
4.973333,56.135820,
4.980000,54.658561,
4.986667,56.135820,
4.993333,54.658561,
5.000000,54.658561,
5.006667,53.181303,
5.013333,53.181303,
5.020000,51.704044,
5.026667,51.704044,
5.033333,53.181303,
5.040000,53.181303,
5.046667,54.658561,
5.053333,54.658561,
5.060000,54.658561,
5.066667,53.181303,
5.073333,51.704044,
5.080000,50.226786,
5.086667,50.226786,
5.093333,53.181303,
5.100000,53.181303,
5.106667,53.181303,
5.113333,51.704044,
5.120000,51.704044,
5.126667,50.226786,
5.133333,50.226786,
5.140000,54.658561,
5.146667,54.658561,
5.153333,51.704044,
5.160000,54.658561,
5.166667,51.704044,
5.173333,53.181303,
5.180000,51.704044,
5.186667,53.181303,
5.193333,53.181303,
5.200000,51.704044,
5.206667,50.226786,
5.213333,51.704044,
5.220000,53.181303,
5.226667,53.181303,
5.233333,51.704044,
5.240000,51.704044,
5.246667,50.226786,
5.253333,51.704044,
5.260000,51.704044,
5.266667,51.704044,
5.273333,51.704044,
5.280000,51.704044,
5.286667,51.704044,
5.293333,51.704044,
5.300000,48.749528,
5.306667,48.749528,
5.313333,48.749528,
5.320000,48.749528,
5.326667,48.749528,
5.333333,48.749528,
5.340000,48.749528,
5.346667,48.749528,
5.353333,48.749528,
5.360000,48.749528,
5.366667,47.272269,
5.373333,45.795011,
5.380000,44.317752,
5.386667,45.795011,
5.393333,45.795011,
5.400000,45.795011,
5.406667,47.272269,
5.413333,47.272269,
5.420000,47.272269,
5.426667,45.795011,
5.433333,45.795011,
5.440000,47.272269,
5.446667,45.795011,
5.453333,47.272269,
5.460000,47.272269,
5.466667,47.272269,
5.473333,47.272269,
5.480000,47.272269,
5.486667,48.749528,
5.493333,47.272269,
5.500000,51.704044,
5.506667,51.704044,
5.513333,50.226786,
5.520000,53.181303,
5.526667,53.181303,
5.533333,51.704044,
5.540000,53.181303,
5.546667,50.226786,
5.553333,50.226786,
5.560000,53.181303,
5.566667,53.181303,
5.573333,53.181303,
5.580000,53.181303,
5.586667,50.226786,
5.593333,50.226786,
5.600000,51.704044,
5.606667,51.704044,
5.613333,50.226786,
5.620000,53.181303,
5.626667,54.658561,
5.633333,54.658561,
5.640000,54.658561,
5.646667,54.658561,
5.653333,54.658561,
5.660000,54.658561,
5.666667,54.658561,
5.673333,53.181303,
5.680000,48.749528,
5.686667,48.749528,
5.693333,48.749528,
5.700000,50.226786,
5.706667,48.749528,
5.713333,48.749528,
5.720000,53.181303,
5.726667,50.226786,
5.733333,44.317752,
5.740000,44.317752,
5.746667,50.226786,
5.753333,45.795011,
5.760000,45.795011,
5.766667,47.272269,
5.773333,41.363235,
5.780000,42.840494,
5.786667,50.226786,
5.793333,47.272269,
5.800000,45.795011,
5.806667,41.363235,
5.813333,42.840494,
5.820000,41.363235,
5.826667,38.408719,
5.833333,41.363235,
5.840000,39.885977,
5.846667,42.840494,
5.853333,41.363235,
5.860000,41.363235,
5.866667,44.317752,
5.873333,45.795011,
5.880000,44.317752,
5.886667,47.272269,
5.893333,42.840494,
5.900000,42.840494,
5.906667,44.317752,
5.913333,48.749528,
5.920000,47.272269,
5.926667,50.226786,
5.933333,47.272269,
5.940000,51.704044,
5.946667,53.181303,
5.953333,48.749528,
5.960000,50.226786,
5.966667,47.272269,
5.973333,51.704044,
5.980000,54.658561,
5.986667,50.226786,
5.993333,50.226786,
6.000000,53.181303,
6.006667,53.181303,
6.013333,47.272269,
6.020000,47.272269,
6.026667,44.317752,
6.033333,41.363235,
6.040000,38.408719,
6.046667,42.840494,
6.053333,38.408719,
6.060000,41.363235,
6.066667,39.885977,
6.073333,36.931460,
6.080000,35.454202,
6.086667,36.931460,
6.093333,35.454202,
6.100000,42.840494,
6.106667,44.317752,
6.113333,42.840494,
6.120000,45.795011,
6.126667,44.317752,
6.133333,41.363235,
6.140000,38.408719,
6.146667,39.885977,
6.153333,35.454202,
6.160000,39.885977,
6.166667,38.408719,
6.173333,48.749528,
6.180000,47.272269,
6.186667,45.795011,
6.193333,51.704044,
6.200000,44.317752,
6.206667,51.704044,
6.213333,42.840494,
6.220000,44.317752,
6.226667,41.363235,
6.233333,38.408719,
6.240000,36.931460,
6.246667,41.363235,
6.253333,33.976943,
6.260000,29.545168,
6.266667,31.022427,
6.273333,28.067910,
6.280000,26.590651,
6.286667,28.067910,
6.293333,23.636135,
6.300000,31.022427,
6.306667,28.067910,
6.313333,28.067910,
6.320000,20.681618,
6.326667,28.067910,
6.333333,23.636135,
6.340000,28.067910,
6.346667,29.545168,
6.353333,32.499685,
6.360000,26.590651,
6.366667,26.590651,
6.373333,32.499685,
6.380000,29.545168,
6.386667,25.113393,
6.393333,25.113393,
6.400000,31.022427,
6.406667,31.022427,
6.413333,31.022427,
6.420000,25.113393,
6.426667,29.545168,
6.433333,31.022427,
6.440000,33.976943,
6.446667,29.545168,
6.453333,31.022427,
6.460000,29.545168,
6.466667,26.590651,
6.473333,28.067910,
6.480000,26.590651,
6.486667,23.636135,
6.493333,25.113393,
6.500000,29.545168,
6.506667,29.545168,
6.513333,26.590651,
6.520000,26.590651,
6.526667,26.590651,
6.533333,23.636135,
6.540000,20.681618,
6.546667,25.113393,
6.553333,28.067910,
6.560000,28.067910,
6.566667,25.113393,
6.573333,25.113393,
6.580000,29.545168,
6.586667,31.022427,
6.593333,26.590651,
6.600000,26.590651,
6.606667,28.067910,
6.613333,22.158876,
6.620000,23.636135,
6.626667,23.636135,
6.633333,23.636135,
6.640000,22.158876,
6.646667,22.158876,
6.653333,20.681618,
6.660000,19.204359,
6.666667,16.249843,
6.673333,17.727101,
6.680000,16.249843,
6.686667,14.772584,
6.693333,8.863550,
6.700000,11.818067,
6.706667,8.863550,
6.713333,8.863550,
6.720000,5.909034,
6.726667,0.000000,
6.733333,0.000000,
6.740000,1.477258,
6.746667,1.477258,
6.753333,1.477258,
6.760000,0.000000,
6.766667,0.000000,
6.773333,0.000000,
6.780000,0.000000,
6.786667,0.000000,
6.793333,0.000000,
6.800000,1.477258,
6.806667,1.477258,
6.813333,0.000000,
6.820000,1.477258,
6.826667,1.477258,
6.833333,0.000000,
6.840000,0.000000,
6.846667,0.000000,
6.853333,0.000000,
6.860000,0.000000,
6.866667,0.000000,
6.873333,0.000000,
6.880000,0.000000,
6.886667,0.000000,
6.893333,0.000000,
6.900000,0.000000,
6.906667,0.000000,
6.913333,0.000000,
6.920000,0.000000,
6.926667,0.000000,
6.933333,0.000000,
6.940000,0.000000,
6.946667,0.000000,
6.953333,0.000000,
6.960000,0.000000,
6.966667,0.000000,
6.973333,0.000000,
6.980000,0.000000,
6.986667,0.000000,
6.993333,0.000000,
7.000000,0.000000,
7.006667,0.000000,
7.013333,0.000000,
7.020000,0.000000,
7.026667,0.000000,
7.033333,0.000000,
7.040000,0.000000,
7.046667,0.000000,
7.053333,0.000000,
7.060000,0.000000,
7.066667,0.000000,
7.073333,0.000000,
7.080000,0.000000,
7.086667,0.000000,
7.093333,0.000000,
7.100000,0.000000,
7.106667,0.000000,
7.113333,0.000000,
7.120000,0.000000,
7.126667,0.000000,
7.133333,0.000000,
7.140000,0.000000,
7.146667,0.000000,
7.153333,0.000000,
7.160000,0.000000,
7.166667,0.000000,
7.173333,0.000000,
7.180000,0.000000,
7.186667,0.000000,
7.193333,0.000000,
7.200000,0.000000,
7.206667,0.000000,
7.213333,0.000000,
7.220000,0.000000,
7.226667,0.000000,
7.233333,0.000000,
7.240000,0.000000,
7.246667,0.000000,
7.253333,0.000000,
7.260000,0.000000,
7.266667,0.000000,
7.273333,0.000000,
7.280000,0.000000,
7.286667,0.000000,
7.293333,0.000000,
7.300000,0.000000,
7.306667,0.000000,
7.313333,0.000000,
7.320000,0.000000,
7.326667,0.000000,
7.333333,0.000000,
7.340000,0.000000,
7.346667,0.000000,
7.353333,0.000000,
7.360000,0.000000,
7.366667,0.000000,
7.373333,0.000000,
7.380000,0.000000,
7.386667,0.000000,
7.393333,0.000000,
7.400000,0.000000,
7.406667,0.000000,
7.413333,0.000000,
7.420000,0.000000,
7.426667,0.000000,
7.433333,0.000000,
7.440000,0.000000,
7.446667,0.000000,
7.453333,0.000000,
7.460000,0.000000,
7.466667,0.000000,
7.473333,0.000000,
7.480000,0.000000,
7.486667,0.000000,
7.493333,0.000000,
7.500000,0.000000,
7.506667,0.000000,
7.513333,0.000000,
7.520000,0.000000,
7.526667,0.000000,
7.533333,0.000000,
7.540000,0.000000,
7.546667,0.000000,
7.553333,0.000000,
7.560000,0.000000,
7.566667,0.000000,
7.573333,0.000000,
7.580000,0.000000,
7.586667,0.000000,
7.593333,0.000000,
7.600000,0.000000,
7.606667,0.000000,
7.613333,0.000000,
7.620000,0.000000,
7.626667,0.000000,
7.633333,0.000000,
7.640000,0.000000,
7.646667,0.000000,
7.653333,0.000000,
7.660000,0.000000,
7.666667,0.000000,
7.673333,0.000000,
7.680000,0.000000,
7.686667,0.000000,
7.693333,0.000000,
7.700000,0.000000,
7.706667,0.000000,
7.713333,0.000000,
7.720000,0.000000,
7.726667,0.000000,
7.733333,0.000000,
7.740000,0.000000,
7.746667,0.000000,
7.753333,0.000000,
7.760000,0.000000,
7.766667,0.000000,
7.773333,0.000000,
7.780000,0.000000,
7.786667,0.000000,
7.793333,0.000000,
7.800000,0.000000,
7.806667,0.000000,
7.813333,0.000000,
7.820000,0.000000,
7.826667,0.000000,
7.833333,0.000000,
7.840000,0.000000,
7.846667,0.000000,
7.853333,1.477258,
7.860000,2.954517,
7.866667,1.477258,
7.873333,2.954517,
7.880000,1.477258,
7.886667,1.477258,
7.893333,1.477258,
7.900000,2.954517,
7.906667,5.909034,
7.913333,5.909034,
7.920000,7.386292,
7.926667,10.340809,
7.933333,5.909034,
7.940000,8.863550,
7.946667,5.909034,
7.953333,11.818067,
7.960000,7.386292,
7.966667,10.340809,
7.973333,11.818067,
7.980000,8.863550,
7.986667,8.863550,
7.993333,16.249843,
8.000000,10.340809,
8.006667,14.772584,
8.013333,16.249843,
8.020000,14.772584,
8.026667,16.249843,
8.033333,16.249843,
8.040000,14.772584,
8.046667,14.772584,
8.053333,14.772584,
8.060000,17.727101,
8.066667,13.295326,
8.073333,11.818067,
8.080000,11.818067,
8.086667,14.772584,
8.093333,19.204359,
8.100000,17.727101,
8.106667,14.772584,
8.113333,13.295326,
8.120000,13.295326,
8.126667,10.340809,
8.133333,11.818067,
8.140000,13.295326,
8.146667,10.340809,
8.153333,10.340809,
8.160000,7.386292,
8.166667,4.431775,
8.173333,2.954517,
8.180000,8.863550,
8.186667,7.386292,
8.193333,5.909034,
8.200000,1.477258,
8.206667,0.000000,
8.213333,1.477258,
8.220000,0.000000,
8.226667,1.477258,
8.233333,0.000000,
8.240000,1.477258,
8.246667,0.000000,
8.253333,0.000000,
8.260000,0.000000,
8.266667,1.477258,
8.273333,0.000000,
8.280000,1.477258,
8.286667,1.477258,
8.293333,1.477258,
8.300000,1.477258,
8.306667,0.000000,
8.313333,0.000000,
8.320000,2.954517,
8.326667,1.477258,
8.333333,4.431775,
8.340000,5.909034,
8.346667,2.954517,
8.353333,2.954517,
8.360000,7.386292,
8.366667,8.863550,
8.373333,19.204359,
8.380000,25.113393,
8.386667,25.113393,
8.393333,26.590651,
8.400000,28.067910,
8.406667,29.545168,
8.413333,31.022427,
8.420000,31.022427,
8.426667,35.454202,
8.433333,33.976943,
8.440000,36.931460,
8.446667,38.408719,
8.453333,35.454202,
8.460000,35.454202,
