
Seconds, L4
0.000000,1.657221,
0.006667,1.657221,
0.013333,0.000000,
0.020000,3.314442,
0.026667,2.485831,
0.033333,5.800273,
0.040000,6.628883,
0.046667,7.457494,
0.053333,8.286104,
0.060000,8.286104,
0.066667,11.600546,
0.073333,12.429156,
0.080000,11.600546,
0.086667,14.914988,
0.093333,14.914988,
0.100000,15.743598,
0.106667,14.914988,
0.113333,17.400819,
0.120000,19.058040,
0.126667,19.886650,
0.133333,20.715261,
0.140000,19.058040,
0.146667,19.058040,
0.153333,19.886650,
0.160000,19.886650,
0.166667,20.715261,
0.173333,22.372482,
0.180000,21.543871,
0.186667,24.858313,
0.193333,23.201092,
0.200000,24.029703,
0.206667,24.029703,
0.213333,23.201092,
0.220000,24.858313,
0.226667,24.029703,
0.233333,24.858313,
0.240000,24.858313,
0.246667,24.858313,
0.253333,27.344144,
0.260000,26.515534,
0.266667,26.515534,
0.273333,26.515534,
0.280000,25.686923,
0.286667,26.515534,
0.293333,24.858313,
0.300000,24.858313,
0.306667,24.858313,
0.313333,24.029703,
0.320000,24.029703,
0.326667,24.029703,
0.333333,24.858313,
0.340000,24.029703,
0.346667,24.029703,
0.353333,23.201092,
0.360000,21.543871,
0.366667,22.372482,
0.373333,23.201092,
0.380000,20.715261,
0.386667,21.543871,
0.393333,18.229430,
0.400000,19.886650,
0.406667,15.743598,
0.413333,15.743598,
0.420000,18.229430,
0.426667,17.400819,
0.433333,15.743598,
0.440000,15.743598,
0.446667,15.743598,
0.453333,16.572209,
0.460000,15.743598,
0.466667,17.400819,
0.473333,16.572209,
0.480000,19.058040,
0.486667,18.229430,
0.493333,17.400819,
0.500000,18.229430,
0.506667,19.058040,
0.513333,18.229430,
0.520000,18.229430,
0.526667,19.886650,
0.533333,20.715261,
0.540000,20.715261,
0.546667,20.715261,
0.553333,23.201092,
0.560000,22.372482,
0.566667,23.201092,
0.573333,22.372482,
0.580000,21.543871,
0.586667,22.372482,
0.593333,21.543871,
0.600000,21.543871,
0.606667,21.543871,
0.613333,21.543871,
0.620000,20.715261,
0.626667,19.058040,
0.633333,18.229430,
0.640000,17.400819,
0.646667,15.743598,
0.653333,15.743598,
0.660000,14.086377,
0.666667,14.914988,
0.673333,14.086377,
0.680000,14.086377,
0.686667,16.572209,
0.693333,18.229430,
0.700000,19.058040,
0.706667,19.058040,
0.713333,19.886650,
0.720000,20.715261,
0.726667,20.715261,
0.733333,20.715261,
0.740000,20.715261,
0.746667,21.543871,
0.753333,21.543871,
0.760000,20.715261,
0.766667,22.372482,
0.773333,22.372482,
0.780000,23.201092,
0.786667,24.858313,
0.793333,24.029703,
0.800000,24.858313,
0.806667,24.858313,
0.813333,25.686923,
0.820000,26.515534,
0.826667,25.686923,
0.833333,25.686923,
0.840000,25.686923,
0.846667,24.029703,
0.853333,24.858313,
0.860000,24.029703,
0.866667,25.686923,
0.873333,24.858313,
0.880000,26.515534,
0.886667,26.515534,
0.893333,24.858313,
0.900000,26.515534,
0.906667,24.858313,
0.913333,24.029703,
0.920000,25.686923,
0.926667,22.372482,
0.933333,20.715261,
0.940000,21.543871,
0.946667,22.372482,
0.953333,23.201092,
0.960000,20.715261,
0.966667,19.886650,
0.973333,17.400819,
0.980000,16.572209,
0.986667,16.572209,
0.993333,15.743598,
1.000000,13.257767,
