Unit: grams
Seconds, L6
0.000000,0.000000,
0.006667,1.782606,
0.013333,1.782606,
0.020000,1.782606,
0.026667,2.673909,
0.033333,3.565212,
0.040000,4.456515,
0.046667,4.456515,
0.053333,7.130424,
0.060000,8.021727,
0.066667,12.478242,
0.073333,14.260848,
0.080000,16.043454,
0.086667,19.608666,
0.093333,19.608666,
0.100000,20.499969,
0.106667,23.173878,
0.113333,24.065181,
0.120000,24.956484,
0.126667,25.847787,
0.133333,29.412999,
0.140000,30.304302,
0.146667,32.978211,
0.153333,34.760817,
0.160000,35.652120,
0.166667,37.434726,
0.173333,38.326029,
0.180000,40.108635,
0.186667,39.217332,
0.193333,40.999938,
0.200000,41.891241,
0.206667,41.891241,
0.213333,42.782544,
0.220000,42.782544,
0.226667,43.673847,
0.233333,43.673847,
0.240000,43.673847,
0.246667,45.456453,
0.253333,44.565150,
0.260000,45.456453,
0.266667,43.673847,
0.273333,44.565150,
0.280000,42.782544,
0.286667,40.108635,
0.293333,40.108635,
0.300000,39.217332,
0.306667,38.326029,
0.313333,38.326029,
0.320000,37.434726,
0.326667,36.543423,
0.333333,36.543423,
0.340000,35.652120,
0.346667,33.869514,
0.353333,32.978211,
0.360000,32.086908,
0.366667,32.086908,
0.373333,34.760817,
0.380000,35.652120,
0.386667,35.652120,
0.393333,34.760817,
0.400000,35.652120,
0.406667,34.760817,
0.413333,37.434726,
0.420000,36.543423,
0.426667,37.434726,
0.433333,39.217332,
0.440000,39.217332,
0.446667,38.326029,
0.453333,39.217332,
0.460000,38.326029,
0.466667,39.217332,
0.473333,39.217332,
0.480000,37.434726,
0.486667,36.543423,
0.493333,36.543423,
0.500000,34.760817,
0.506667,34.760817,
0.513333,33.869514,
0.520000,33.869514,
0.526667,34.760817,
0.533333,32.978211,
0.540000,30.304302,
0.546667,28.521696,
0.553333,27.630393,
0.560000,29.412999,
0.566667,30.304302,
0.573333,32.086908,
0.580000,33.869514,
0.586667,33.869514,
0.593333,34.760817,
0.600000,37.434726,
0.606667,38.326029,
0.613333,40.108635,
0.620000,40.999938,
0.626667,40.999938,
0.633333,40.999938,
0.640000,41.891241,
0.646667,41.891241,
0.653333,42.782544,
0.660000,43.673847,
0.666667,43.673847,
0.673333,43.673847,
0.680000,43.673847,
0.686667,42.782544,
0.693333,41.891241,
0.700000,40.999938,
0.706667,40.108635,
0.713333,40.108635,
0.720000,39.217332,
0.726667,40.999938,
0.733333,40.999938,
0.740000,41.891241,
0.746667,38.326029,
0.753333,35.652120,
0.760000,36.543423,
0.766667,34.760817,
0.773333,35.652120,
0.780000,35.652120,
0.786667,33.869514,
0.793333,33.869514,
0.800000,32.086908,
0.806667,32.978211,
0.813333,32.086908,
0.820000,32.086908,
0.826667,30.304302,
0.833333,31.195605,
0.840000,28.521696,
0.846667,27.630393,
0.853333,26.739090,
0.860000,25.847787,
0.866667,25.847787,
0.873333,25.847787,
0.880000,26.739090,
0.886667,27.630393,
0.893333,29.412999,
0.900000,28.521696,
0.906667,28.521696,
0.913333,28.521696,
0.920000,29.412999,
0.926667,30.304302,
0.933333,29.412999,
0.940000,29.412999,
0.946667,30.304302,
0.953333,29.412999,
0.960000,29.412999,
0.966667,31.195605,
0.973333,32.086908,
0.980000,34.760817,
0.986667,33.869514,
0.993333,33.869514,
1.000000,34.760817,
1.006667,33.869514,
1.013333,36.543423,
1.020000,37.434726,
1.026667,38.326029,
1.033333,36.543423,
1.040000,37.434726,
1.046667,38.326029,
1.053333,38.326029,
1.060000,38.326029,
1.066667,37.434726,
1.073333,35.652120,
1.080000,35.652120,
1.086667,34.760817,
1.093333,35.652120,
1.100000,32.086908,
1.106667,31.195605,
1.113333,30.304302,
1.120000,29.412999,
1.126667,29.412999,
1.133333,27.630393,
1.140000,26.739090,
1.146667,24.065181,
1.153333,23.173878,
1.160000,23.173878,
1.166667,24.956484,
1.173333,25.847787,
1.180000,26.739090,
1.186667,26.739090,
1.193333,25.847787,
1.200000,24.065181,
1.206667,23.173878,
1.213333,24.956484,
1.220000,23.173878,
1.226667,23.173878,
1.233333,22.282575,
1.240000,22.282575,
1.246667,22.282575,
1.253333,22.282575,
1.260000,23.173878,
1.266667,22.282575,
1.273333,24.065181,
1.280000,24.956484,
1.286667,24.956484,
1.293333,26.739090,
1.300000,28.521696,
1.306667,29.412999,
1.313333,30.304302,
1.320000,30.304302,
1.326667,30.304302,
1.333333,30.304302,
1.340000,31.195605,
1.346667,30.304302,
1.353333,32.086908,
1.360000,32.086908,
1.366667,32.978211,
1.373333,33.869514,
1.380000,33.869514,
1.386667,33.869514,
1.393333,33.869514,
1.400000,32.978211,
1.406667,32.086908,
1.413333,32.978211,
1.420000,32.978211,
1.426667,32.978211,
1.433333,32.978211,
1.440000,32.978211,
1.446667,32.978211,
1.453333,33.869514,
1.460000,33.869514,
1.466667,35.652120,
1.473333,36.543423,
1.480000,36.543423,
1.486667,37.434726,
1.493333,37.434726,
1.500000,36.543423,
1.506667,36.543423,
1.513333,36.543423,
1.520000,36.543423,
1.526667,36.543423,
1.533333,34.760817,
1.540000,35.652120,
1.546667,34.760817,
1.553333,34.760817,
1.560000,36.543423,
1.566667,36.543423,
1.573333,37.434726,
1.580000,37.434726,
1.586667,37.434726,
1.593333,35.652120,
1.600000,35.652120,
1.606667,36.543423,
1.613333,37.434726,
1.620000,37.434726,
1.626667,36.543423,
1.633333,35.652120,
1.640000,36.543423,
